#Protein	Description	MiBIG Cluster	MiBIG Product	Percent ID	Percent Coverage	BLAST Score	 Evalue
ABR67744.1	CmnA	BGC0000316_c1	Capreomycin_biosynthetic_gene_cluster	27	92.7140255009	264	7.8e-70
EFE73313.1	nonribosomal_peptide_synthetase	BGC0000431_c1	Stenothricin_biosynthetic_gene_cluster	28	93.8069216758	263	1e-69
ALV86866.1	Tlo20	BGC0001406_c1	Telomycin_biosynthetic_gene_cluster	26	94.262295082	262	1.7e-69
BAB69699.1	iturin_A_synthetase_B	BGC0001098_c1	Iturin_biosynthetic_gene_cluster	24	97.6320582878	261	3.9e-69
AHD05678.1	nonribosomal_peptide_ligase_subunit	BGC0000402_c1	Paenilarvins_biosynthetic_gene_cluster	25	91.621129326	261	5e-69
ACA97576.1	PmxA	BGC0000408_c1	Polymyxin_biosynthetic_gene_cluster	26	89.2531876138	261	5e-69
AEZ51516.1	PmxA	BGC0001153_c1	Polymyxin_biosynthetic_gene_cluster	26	89.70856102	261	5e-69
AAF00961.1	McyB	BGC0001017_c1	Microcystin_biosynthetic_gene_cluster	25	97.0856102004	260	1.1e-68
AJV88377.1	MfnE	BGC0001214_c1	Marformycins_biosynthetic_gene_cluster	26	90.6193078324	260	1.1e-68
ALG65319.1	Cal17	BGC0001297_c1	WS9326_biosynthetic_gene_cluster	28	74.4990892532	259	1.5e-68
AHZ20781.1	non-ribosomal_peptide_synthase	BGC0000369_c1	Hassallidins_biosynthetic_gene_cluster	25	90.072859745	259	1.9e-68
CBZ42146.1	putative_non-ribosomal_peptide_synthetase	BGC0001117_c1	Himastatin_biosynthetic_gene_cluster	27	91.985428051	259	1.9e-68
ABD65957.1	nonribosomal_peptide_synthetase	BGC0000341_c1	Enduracidin_biosynthetic_gene_cluster	27	89.5264116576	259	2.5e-68
CAG29032.1	nonribosomal_peptide_synthetase_(modules_3_to_6)	BGC0001023_c1	Myxochromide_biosynthetic_gene_cluster	26	97.6320582878	259	2.5e-68
AAF08796.1	MycB	BGC0001103_c1	Mycosubtilin_biosynthetic_gene_cluster	25	96.7213114754	258	3.3e-68
CAF05648.1	TubC_protein	BGC0001053_c1	Tubulysin_biosynthetic_gene_cluster	25	95.9016393443	258	3.3e-68
AOA33121.1	nonribosomal_peptide_synthetase	BGC0001346_c1	Bananamides_biosynthetic_gene_cluster	32	57.1038251366	258	3.3e-68
AEA30273.1	peptide_synthetase	BGC0000429_c1	Skyllamycin_biosynthetic_gene_cluster	26	89.8907103825	258	4.3e-68
AFJ14794.1	PlpE	BGC0000403_c1	Pelgipeptin_biosynthetic_gene_cluster	26	91.0746812386	257	7.3e-68
AGE11898.1	nonribosomal_peptide_synthetase	BGC0000366_c1	Gobichelin_biosynthetic_gene_cluster	28	86.6120218579	257	9.5e-68
AKC91849.1	nonribosomal_peptide_synthetase	BGC0001414_c1	Griselimycin_biosynthetic_gene_cluster	26	92.8051001821	257	9.5e-68
AAX31558.1	peptide_synthetase_2	BGC0000336_c1	Daptomycin_biosynthetic_gene_cluster	34	53.5519125683	256	1.6e-67
AAZ55899.1	amino_acid_adenylation	BGC0000359_c1	Fuscachelin_biosynthetic_gene_cluster	31	59.6539162113	255	3.6e-67
CAK15814.1	putative_non-ribosomal_peptide_synthetase,_terminal_component	BGC0000344_c1	Entolysin_biosynthetic_gene_cluster	33	58.1967213115	255	3.6e-67
AEG64698.1	LpmD	BGC0000379_c1	Laspartomycin_biosynthetic_gene_cluster	27	90.072859745	252	1.8e-66
CBG75492.1	putative_NRPS/siderophore_biosynthesis_protein	BGC0000423_c1	Scabichelin_biosynthetic_gene_cluster	27	83.7887067395	252	2.3e-66
EFE73312.1	nonribosomal_peptide_synthetase	BGC0000431_c1	Stenothricin_biosynthetic_gene_cluster	26	93.1693989071	252	3.1e-66
ADJ63842.1	non-ribosomal_peptide_synthetase_protein	BGC0000424_c1	Serobactins_biosynthetic_gene_cluster	30	63.0236794171	251	4e-66
AGC09519.1	AMP-dependent_synthetase/ligase	BGC0001183_c1	Lobophorin_biosynthetic_gene_cluster	33	54.8269581056	251	4e-66
CAK15815.1	putative_non_ribosomal_peptide_synthetase	BGC0000344_c1	Entolysin_biosynthetic_gene_cluster	32	56.9216757741	251	5.2e-66
ALK27916.1	non-ribosomal_peptide_synthase	BGC0001233_c1	Feglymycin_biosynthetic_gene_cluster	27	90.8925318761	250	6.8e-66
AEH41794.1	HrmP	BGC0000374_c1	Hormaomycin_biosynthetic_gene_cluster	27	101.366120219	250	6.8e-66
AHH53507.1	non-ribosomal_peptide_synthetase	BGC0000439_c1	Taromycin_biosynthetic_gene_cluster	26	90.8014571949	248	2.6e-65
AAC06346.1	bacitracin_synthetase_1	BGC0000310_c1	Bacitracin_biosynthetic_gene_cluster	23	93.2604735883	248	2.6e-65
AAO23333.1	NcpA	BGC0000397_c1	Nostocyclopeptide_biosynthetic_gene_cluster	26	86.3387978142	248	2.6e-65
ABW17376.1	PsoB	BGC0000411_c1	Putisolvin_biosynthetic_gene_cluster	31	56.3752276867	248	3.4e-65
AGN74885.1	nonribosomal_peptide_synthetase	BGC0000459_c1	Griseoviridin_/_viridogrisein_biosynthetic_gene_cluster	27	89.70856102	248	3.4e-65
AEA30272.1	peptide_synthetase	BGC0000429_c1	Skyllamycin_biosynthetic_gene_cluster	28	73.3151183971	248	4.4e-65
ALG65318.1	Cal18	BGC0001297_c1	WS9326_biosynthetic_gene_cluster	28	87.2495446266	247	5.8e-65
ADY76667.1	non-ribosomal_peptide_synthetase	BGC0000950_c1	Napsamycin_biosynthetic_gene_cluster	33	55.8287795993	247	7.5e-65
CBJ79915.1	putative_Phenylalanine_racemase_(ATP-hydrolyzing)	BGC0001133_c1	Taxlllaid_biosynthetic_gene_cluster	32	55.5555555556	247	7.5e-65
AGM16413.1	paenibacterin_synthetase_B	BGC0000400_c1	Paenibacterin_biosynthetic_gene_cluster	26	90.7103825137	247	7.5e-65
AEP18656.1	WAPS1	BGC0000461_c1	WAP-8294A2_(lotilibcin)_biosynthetic_gene_cluster	28	82.4225865209	246	1.3e-64
AHZ34241.1	CipD	BGC0001389_c1	Cichopeptin_biosynthetic_gene_cluster	31	56.2841530055	245	2.2e-64
AFH75330.1	nonribosomal_peptide_synthetase	BGC0000398_c1	Orfamide_biosynthetic_gene_cluster	25	97.3588342441	245	2.2e-64
ADN26252.1	peptide_synthetase	BGC0000951_c1	Pacidamycin_biosynthetic_gene_cluster	33	50.364298725	245	2.9e-64
AKC91856.1	nonribosomal_peptide_synthetase	BGC0001414_c1	Griselimycin_biosynthetic_gene_cluster	26	94.5355191257	245	3.7e-64
AEU11006.1	NpnB	BGC0001029_c1	Nostophycin_biosynthetic_gene_cluster	26	87.8870673953	243	1.1e-63
AAF17280.1	NosC	BGC0001028_c1	Nostopeptolide_biosynthetic_gene_cluster	25	94.9908925319	243	1.1e-63
AEH41793.1	HrmO	BGC0000374_c1	Hormaomycin_biosynthetic_gene_cluster	27	98.2695810565	243	1.1e-63
ABX37383.1	amino_acid_adenylation_domain_protein	BGC0000984_c1	Delftibactin_biosynthetic_gene_cluster	32	51.4571948998	243	1.4e-63
ABL74936.1	TlmX	BGC0001048_c1	Tallysomycin_biosynthetic_gene_cluster	27	74.1347905282	242	1.9e-63
CBD77749.1	non-ribosomal_peptide_synthetase	BGC0000974_c1	Crocacin_biosynthetic_gene_cluster	26	86.7941712204	241	4.1e-63
AAY37647.1	Amino_acid_adenylation	BGC0000437_c1	Syringomycin_biosynthetic_gene_cluster	25	89.8907103825	241	5.4e-63
AAZ55900.1	non-ribosomal_peptide_synthase:Amino_acid_adenylation	BGC0000359_c1	Fuscachelin_biosynthetic_gene_cluster	27	93.9890710383	241	5.4e-63
CAN89656.1	putative_non-ribosomal_peptide_synthetase	BGC0001070_c1	Kirromycin_biosynthetic_gene_cluster	32	52.3679417122	240	7.1e-63
AGM14933.1	xantholysin_synthetase_B	BGC0000463_c1	Xantholysin_biosynthetic_gene_cluster	30	66.393442623	240	7.1e-63
ABX37382.1	amino_acid_adenylation_domain_protein	BGC0000984_c1	Delftibactin_biosynthetic_gene_cluster	31	51.912568306	240	7.1e-63
ABS74208.1	FenB	BGC0001095_c1	Fengycin_biosynthetic_gene_cluster	24	93.5336976321	240	7.1e-63
EFL06865.1	hypothetical_protein	BGC0000300_c1	Amychelin_biosynthetic_gene_cluster	29	66.7577413479	240	9.2e-63
AFH75329.1	nonribosomal_peptide_synthetase	BGC0000398_c1	Orfamide_biosynthetic_gene_cluster	31	58.9253187614	240	9.2e-63
AEG64697.1	LpmC	BGC0000379_c1	Laspartomycin_biosynthetic_gene_cluster	33	55.2823315118	240	9.2e-63
AAF08795.1	MycA	BGC0001103_c1	Mycosubtilin_biosynthetic_gene_cluster	26	91.0746812386	240	9.2e-63
AAD44234.1	PstB	BGC0000362_c1	Glycopeptidolipid_biosynthetic_gene_cluster	27	84.0619307832	240	1.2e-62
CCJ67637.1	TaaB	BGC0000447_c1	Tolaasin_biosynthetic_gene_cluster	30	55.8287795993	239	1.6e-62
AHH53508.1	non-ribosomal_peptide_synthetase	BGC0000439_c1	Taromycin_biosynthetic_gene_cluster	27	78.9617486339	239	2.1e-62
ABD65958.1	nonribosomal_peptide_synthetase	BGC0000341_c1	Enduracidin_biosynthetic_gene_cluster	27	90.5282331512	238	3.5e-62
AHD05615.1	putative_non-ribosomal_peptide_ligase/_polyketide_synthase_hybrid	BGC0001033_c1	Paenilamicin_biosynthetic_gene_cluster	24	97.9963570128	238	4.6e-62
BAE98155.1	putative_non-ribosomal_peptide_synthetase	BGC0000339_c1	Echinomycin_biosynthetic_gene_cluster	32	55.2823315118	238	4.6e-62
CAM02313.1	putative_non-ribosomal_peptide_synthetase	BGC0000349_c1	Erythrochelin_biosynthetic_gene_cluster	34	50.6375227687	237	6e-62
AHF21228.1	TriD	BGC0000449_c1	Tridecaptin_biosynthetic_gene_cluster	25	92.0765027322	237	7.8e-62
BAH22764.1	nonribosomal_peptide_synthetase	BGC0001018_c1	Micropeptin_biosynthetic_gene_cluster	25	82.2404371585	237	1e-61
ACA97580.1	PmxE	BGC0000408_c1	Polymyxin_biosynthetic_gene_cluster	27	82.7868852459	236	1.7e-61
CAJ77696.1	MPS2_protein	BGC0000363_c1	Glycopeptidolipid_biosynthetic_gene_cluster	33	55.1001821494	235	2.3e-61
AHH53506.1	non-ribosomal_peptide_synthetase	BGC0000439_c1	Taromycin_biosynthetic_gene_cluster	32	50.8196721311	235	3.9e-61
BAC67534.2	arthrofactin_synthetase_A	BGC0000305_c1	Arthrofactin_biosynthetic_gene_cluster	30	57.9234972678	234	5.1e-61
AEU11003.1	NpnC	BGC0001029_c1	Nostophycin_biosynthetic_gene_cluster	24	89.9817850638	234	5.1e-61
AGC65516.1	TtbA	BGC0001050_c1	Thalassospiramide_biosynthetic_gene_cluster	31	52.5500910747	234	5.1e-61
AHB38497.1	EpxD	BGC0000346_c1	Epoxomicin_biosynthetic_gene_cluster	28	83.1511839709	234	6.6e-61
AFH75320.1	nonribosomal_peptide_synthetase	BGC0000425_c1	Sessilin_biosynthetic_gene_cluster	33	58.2877959927	233	1.1e-60
BAP05597.1	CalI	BGC0000967_c1	Calyculin_biosynthetic_gene_cluster	30	56.6484517304	233	1.1e-60
AAX31559.1	peptide_synthetase_3	BGC0000336_c1	Daptomycin_biosynthetic_gene_cluster	32	55.8287795993	233	1.1e-60
AAZ23078.1	peptide_synthetase	BGC0000291_c1	A54145_biosynthetic_gene_cluster	26	95.2641165756	232	1.9e-60
CAI94718.1	putative_CoA_ligase	BGC0000141_c1	Rubradirin_biosynthetic_gene_cluster	31	54.6448087432	232	2.5e-60
BAC67536.1	arthrofactin_synthetase_C	BGC0000305_c1	Arthrofactin_biosynthetic_gene_cluster	31	56.7395264117	232	2.5e-60
AAT01807.1	non-ribosomal_peptide_synthetase	BGC0000365_c1	Glycopeptidolipid_biosynthetic_gene_cluster	27	81.8761384335	232	3.3e-60
CCJ67638.1	TaaC	BGC0000447_c1	Tolaasin_biosynthetic_gene_cluster	32	55.6466302368	232	3.3e-60
AET98906.1	putative_non-ribosomal_peptide_synthetase	BGC0000415_c1	Quinomycin_biosynthetic_gene_cluster	30	57.0127504554	232	3.3e-60
CAJ45639.1	vanchrobactin_non_ribosomal_peptide_synthetase	BGC0000454_c1	Vanchrobactin_biosynthetic_gene_cluster	31	56.9216757741	232	3.3e-60
BAH04162.1	trsJ	BGC0000450_c1	Triostin_A_biosynthetic_gene_cluster	30	56.7395264117	231	4.3e-60
AFH75321.1	nonribosomal_peptide_synthetase	BGC0000425_c1	Sessilin_biosynthetic_gene_cluster	32	55.8287795993	231	5.6e-60
ALK27915.1	non-ribosomal_peptide_synthase	BGC0001233_c1	Feglymycin_biosynthetic_gene_cluster	30	55.6466302368	231	5.6e-60
sln14	nonribosomal_peptide_synthetase/polyketide_synthase_type_I	BGC0001230_c1	Salinamides_biosynthetic_gene_cluster	32	56.102003643	231	5.6e-60
CCJ67639.1	TaaD	BGC0000447_c1	Tolaasin_biosynthetic_gene_cluster	30	56.4663023679	230	7.3e-60
CAD32904.2	non-ribosomal_peptide_synthetase_A	BGC0000354_c1	Friulimicin_biosynthetic_gene_cluster	31	58.5610200364	230	9.5e-60
CAE14171.1		BGC0000383_c1	Luminmycin_biosynthetic_gene_cluster	29	62.0218579235	230	9.5e-60
AHZ34232.1	CifA	BGC0000323_c1	Cichofactin_biosynthetic_gene_cluster	28	57.650273224	230	1.2e-59
AHZ34233.1	CifB	BGC0000323_c1	Cichofactin_biosynthetic_gene_cluster	30	55.3734061931	230	1.2e-59
AOA33122.1	nonribosomal_peptide_synthetase	BGC0001346_c1	Bananamides_biosynthetic_gene_cluster	30	56.9216757741	230	1.2e-59
AAK06804.1	putative_peptide_synthase_SimD6	BGC0001072_c1	Simocyclinone_biosynthetic_gene_cluster	32	54.3715846995	228	2.8e-59
AAL15600.1	SimH	BGC0000270_c1	Simocyclinone_biosynthetic_gene_cluster	32	54.3715846995	228	2.8e-59
AAG34184.1	SimH	BGC0000835_c1	Simocyclinone_biosynthetic_gene_cluster	32	54.3715846995	228	2.8e-59
ABV56588.1	KtzH	BGC0000378_c1	Kutznerides_biosynthetic_gene_cluster	32	56.8306010929	228	3.6e-59
AAG02359.1	peptide_synthetase_NRPS5-4-3	BGC0000963_c1	Bleomycin_biosynthetic_gene_cluster	27	80.8743169399	227	6.2e-59
AAZ23077.1	peptide_synthetase	BGC0000291_c1	A54145_biosynthetic_gene_cluster	27	76.0473588342	227	6.2e-59
AJM89735.1	PmxA	BGC0001192_c1	Colistin_biosynthetic_gene_cluster	26	75.7741347905	227	1.1e-58
AAP92491.1	nonribosomal_peptide_synthetase	BGC0000458_c1	Viomycin_biosynthetic_gene_cluster	26	80.4189435337	227	1.1e-58
AAO56328.1	non-ribosomal_peptide_synthetase_SyfA	BGC0000435_c1	Syringafactin_biosynthetic_gene_cluster	31	50.1821493625	226	1.4e-58
AHB38515.1	EpnG	BGC0000345_c1	Eponemycin_biosynthetic_gene_cluster	30	54.9180327869	226	1.4e-58
ALK27914.1	non-ribosomal_peptide_synthase	BGC0001233_c1	Feglymycin_biosynthetic_gene_cluster	25	95.1730418944	225	2.3e-58
CAJ77716.1	Mps2_protein	BGC0000364_c1	Glycopeptidolipid_biosynthetic_gene_cluster	27	82.4225865209	225	3.1e-58
AHZ20773.1	non-ribosomal_peptide_synthase	BGC0000369_c1	Hassallidins_biosynthetic_gene_cluster	26	81.5118397086	224	6.8e-58
CAD91220.1	putative_non-ribosomal_peptide_synthetase,_modules_1-2	BGC0000289_c1	A40926_biosynthetic_gene_cluster	26	81.8761384335	224	6.8e-58
CAJ77715.1	Mps1_protein	BGC0000364_c1	Glycopeptidolipid_biosynthetic_gene_cluster	31	50.4553734062	223	8.9e-58
AAO72424.1	syringopeptin_synthetase_B	BGC0000438_c1	Syringopeptin_biosynthetic_gene_cluster	31	57.650273224	223	1.5e-57
AAU34202.1	mannopeptimycin_peptide_synthetase_MppA	BGC0000388_c1	Mannopeptimycin_biosynthetic_gene_cluster	29	57.0127504554	223	1.5e-57
AAF86395.1	FkbP	BGC0000994_c1	FK520_biosynthetic_gene_cluster	27	84.4262295082	223	1.5e-57
BAI63288.1	putative_non-ribosomal_peptide_synthetase	BGC0000434_c1	SW-163_biosynthetic_gene_cluster	31	58.1967213115	222	2e-57
AAY37654.1	Amino_acid_adenylation	BGC0000437_c1	Syringomycin_biosynthetic_gene_cluster	31	57.650273224	222	2e-57
CCJ67645.1	JagA	BGC0001127_c1	Jagaricin_biosynthetic_gene_cluster	26	87.8870673953	222	3.4e-57
CAA11794.1	PCZA363.3	BGC0000322_c1	Chloroeremomycin_biosynthetic_gene_cluster	25	86.7030965392	222	3.4e-57
AEC14348.1	nonribosomal_peptide_synthetase	BGC0000377_c1	Koranimine_biosynthetic_gene_cluster	28	56.3752276867	222	3.4e-57
ACU71638.1	amino_acid_adenylation_domain_protein	BGC0001154_c1	Cacibiocin_biosynthetic_gene_cluster	31	55.1912568306	222	3.4e-57
AEI58865.1	peptide_synthetase	BGC0000455_c1	Vancomycin_biosynthetic_gene_cluster	25	87.795992714	221	4.4e-57
AEI58879.1	peptide_synthetase	BGC0000455_c1	Vancomycin_biosynthetic_gene_cluster	33	53.9162112933	221	5.8e-57
BAH43766.1	tyrocidine_synthetase_III	BGC0000452_c1	Tyrocidine_biosynthetic_gene_cluster	31	53.7340619308	221	5.8e-57
CAC48369.1	peptide_synthetase	BGC0000311_c1	Balhimycin_biosynthetic_gene_cluster	32	53.6429872495	220	9.9e-57
AED90004.1	non-ribosomal_peptide_synthetase_ThaC1	BGC0000443_c1	Thanamycin_biosynthetic_gene_cluster	30	48.5428051002	220	9.9e-57
ABY83163.1	Azi25	BGC0000960_c1	Azinomycin_B_biosynthetic_gene_cluster	30	58.1967213115	220	9.9e-57
CAA11795.1	PCZA363.4	BGC0000322_c1	Chloroeremomycin_biosynthetic_gene_cluster	31	51.1839708561	220	1.3e-56
CBL93730.1	NRPS	BGC0000360_c1	GE81112_biosynthetic_gene_cluster	33	49.8178506375	220	1.3e-56
AJW76711.1	DsaI	BGC0001196_c1	Desotamide_biosynthetic_gene_cluster	26	82.3315118397	220	1.3e-56
AAF99707.2	syringopeptin_synthetase	BGC0000438_c1	Syringopeptin_biosynthetic_gene_cluster	31	55.9198542805	220	1.3e-56
AKA59436.1	non-ribosomal_peptide_synthetase	BGC0001202_c1	Landepoxcin_biosynthetic_gene_cluster	25	91.2568306011	219	1.7e-56
ADZ45321.1	amino_acid_adenylation_and_condensation_domain-containing_protein	BGC0001020_c1	Muraymycin_biosynthetic_gene_cluster	26	89.6174863388	219	2.2e-56
ABS90473.1	NRPS	BGC0001106_c1	Oxazolomycin_biosynthetic_gene_cluster	34	41.4389799636	219	2.2e-56
ALG65314.1	Cal22	BGC0001297_c1	WS9326_biosynthetic_gene_cluster	28	50.6375227687	219	2.2e-56
CDG17987.1	Putative_Ornithine_racemase_(fragment)	BGC0000464_c1	Xenoamicins_biosynthetic_gene_cluster	28	61.9307832423	219	2.2e-56
CCJ67646.1	JagB	BGC0001127_c1	Jagaricin_biosynthetic_gene_cluster	31	55.2823315118	219	2.2e-56
sln7	nonribosomal_peptide_synthetase	BGC0001230_c1	Salinamides_biosynthetic_gene_cluster	28	71.4936247723	218	2.9e-56
CAD91212.1	putative_non-ribosomal_peptide_synthetase,_modules_4-6	BGC0000289_c1	A40926_biosynthetic_gene_cluster	30	59.0163934426	218	3.7e-56
CAC48361.1	peptide_synthetase	BGC0000311_c1	Balhimycin_biosynthetic_gene_cluster	29	59.4717668488	218	3.7e-56
ABR67749.1	CmnF	BGC0000316_c1	Capreomycin_biosynthetic_gene_cluster	29	58.4699453552	218	4.9e-56
AAT12283.1	LtxA	BGC0000384_c1	Lyngbyatoxin_biosynthetic_gene_cluster	30	54.7358834244	217	6.4e-56
AAT01806.1	non-ribosomal_peptide_synthetase	BGC0000365_c1	Glycopeptidolipid_biosynthetic_gene_cluster	30	53.6429872495	217	6.4e-56
AAC68816.1	FK506_peptide_synthetase	BGC0000353_c1	FK506_biosynthetic_gene_cluster	27	83.970856102	217	8.4e-56
CAJ77695.1	MPS1_protein	BGC0000363_c1	Glycopeptidolipid_biosynthetic_gene_cluster	30	50.364298725	217	1.1e-55
AEI58866.1	peptide_synthetase	BGC0000455_c1	Vancomycin_biosynthetic_gene_cluster	30	59.1985428051	216	1.9e-55
ABC34483.1	nonribosomal_peptide_synthetase,_putative	BGC0000961_c1	Bactobolin_biosynthetic_gene_cluster	26	90.5282331512	215	2.4e-55
AAM80539.1	StaA	BGC0000290_c1	A47934_biosynthetic_gene_cluster	26	86.4298724954	215	2.4e-55
AAO62588.1	peptide_sythetase	BGC0001016_c1	Microcystin_biosynthetic_gene_cluster	28	54.0983606557	215	2.4e-55
CAY48788.1	putative_non-ribosomal_peptide_synthetase	BGC0001312_c1	Viscosin_biosynthetic_gene_cluster	30	54.5537340619	215	3.2e-55
CCM44337.1	putative_nonribosomal_peptide_synthetase	BGC0001056_c1	Zeamine_biosynthetic_gene_cluster	26	77.5045537341	215	4.1e-55
AHI59109.1	locillomycin_synthase_B	BGC0001005_c1	Locillomycin_biosynthetic_gene_cluster	25	75.6830601093	213	9.2e-55
ACM79810.1	ZmaO	BGC0001059_c1	Zwittermycin_A_biosynthetic_gene_cluster	24	85.883424408	213	9.2e-55
AAU34203.1	mannopeptimycin_peptide_synthetase_MppB	BGC0000388_c1	Mannopeptimycin_biosynthetic_gene_cluster	26	76.5938069217	213	9.2e-55
AGS77309.1	NRPS_modules_4-6	BGC0001178_c1	UK-68,597_biosynthetic_gene_cluster	32	52.7322404372	213	1.2e-54
AIE77058.1	peptide_synthetase_module_3	BGC0000418_c1	Ristocetin_biosynthetic_gene_cluster	30	52.7322404372	213	1.6e-54
ABI22132.1	putative_non-ribosomal_peptide_synthetase	BGC0000422_c1	Saframycin_A_biosynthetic_gene_cluster	31	60.29143898	213	1.6e-54
CAE53351.1	non-ribosomal_peptide_synthetase	BGC0000440_c1	Teicoplanin_biosynthetic_gene_cluster	31	50.2732240437	212	2.1e-54
CAG15010.1	peptide_synthetase,_module_3	BGC0000441_c1	Teicoplanin_biosynthetic_gene_cluster	31	50.2732240437	212	2.7e-54
AEA30274.1	peptide_synthetase	BGC0000429_c1	Skyllamycin_biosynthetic_gene_cluster	30	58.1056466302	212	3.5e-54
BAJ19066.1	L-lysine_activating_non-ribosomal_peptide_synthetase	BGC0000288_c1	A-503083_biosynthetic_gene_cluster	30	55.4644808743	212	3.5e-54
WP_052390334.1	non-ribosomal_peptide_synthetase	BGC0001308_c2	Simocyclinone_D9_/_simocyclinone_D10_/_simocyclinone_D11	30	56.2841530055	211	4.6e-54
CBZ42143.1	putative_non-ribosomal_peptide_synthetase	BGC0001117_c1	Himastatin_biosynthetic_gene_cluster	30	57.2859744991	211	4.6e-54
AHF21229.1	TriE	BGC0000449_c1	Tridecaptin_biosynthetic_gene_cluster	30	51.2750455373	211	4.6e-54
CAA11773.1	PCZA361.18	BGC0000322_c2	Chloroeremomycin_biosynthetic_gene_cluster	31	53.825136612	211	6e-54
